doi,url,status,venue,year
10.1227/01.neu.0000333309.10426.74,,CLOSED,Neurosurgery,2008
10.1001/archsurg.2010.267,,CLOSED,Archives of Surgery,2010
10.1093/ons/opy327,,CLOSED,Operative Neurosurgery,2018
10.1016/j.path.2018.10.001,,CLOSED,Surgical Pathology Clinics,2019
10.1155/2017/1286198,http://downloads.hindawi.com/journals/grp/2017/1286198.pdf,GOLD,Gastroenterology Research and Practice,2017
10.1097/TA.0000000000002972,,CLOSED,Journal of Trauma and Acute Care Surgery,2020
10.1016/j.jcrs.2014.08.039,,CLOSED,Journal of cataract and refractive surgery,2015
10.1331/JAPhA.2014.14521,,CLOSED,Journal of the American Pharmacists Association,2014
10.2146/ajhp100531,,CLOSED,American Journal of Health-System Pharmacy,2012
10.1007/s11251-018-9474-0,https://link.springer.com/content/pdf/10.1007/s11251-018-9474-0.pdf,HYBRID,Instructional Science,2018
10.1093/schbul/sby143,https://academic.oup.com/schizophreniabulletin/article-pdf/45/5/1101/29963516/sby143.pdf,BRONZE,Schizophrenia bulletin,2018
10.1038/s41562-018-0472-7,https://www.nature.com/articles/s41562-018-0472-7.pdf,BRONZE,Nature Human Behaviour,2018
10.1016/j.aap.2019.07.016,,CLOSED,Accident Analysis and Prevention,2019
10.1080/08993408.2018.1486624,https://research.aalto.fi/files/54408219/SCI_Malmi_2018_Changing_aims_of_computing_education_a_historical_survey_2_.pdf,GREEN,Computer Science Education,2018
10.1016/j.dss.2009.11.002,,CLOSED,Decision Support Systems,2010
10.1145/3130974,https://helda.helsinki.fi/bitstream/10138/308882/1/IMWUT_Watching_Inside_The_Screen.pdf,GREEN,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,2017
10.1109/TIP.2021.3074821,http://arxiv.org/pdf/2011.07068,GREEN,IEEE Transactions on Image Processing,2020
10.1109/DCC47342.2020.00065,http://arxiv.org/pdf/1911.03572,GREEN,Data Compression Conference,2019
10.3390/s130911539,https://www.mdpi.com/1424-8220/13/9/11539/pdf?version=1403333439,GOLD,Italian National Conference on Sensors,2013
10.1109/IC3INA.2016.7863045,,CLOSED,"International Conference on Computer, Control, Informatics and its Applications",2016
10.3390/ani10091491,https://www.mdpi.com/2076-2615/10/9/1491/pdf?version=1598260441,GOLD,Animals,2020
10.33073/pjm-2020-001,,CLOSED,Polish Journal of Microbiology,2020
10.3390/metabo9120296,https://www.mdpi.com/2218-1989/9/12/296/pdf?version=1575625453,GOLD,Metabolites,2019
10.11646/zootaxa.3974.1.10,,CLOSED,Zootaxa,2015
10.3727/096368910X536563,https://ri.conicet.gov.ar/bitstream/11336/10837/3/CONICET_Digital_Nro.14292s.pdf,GREEN,Cell Transplantation,2011
10.1016/j.canlet.2018.10.041,https://europepmc.org/articles/pmc6351074?pdf=render,GREEN,Cancer Letters,2019
10.2337/db07-1646,,CLOSED,Diabetes,2008
10.1038/srep39299,https://www.nature.com/articles/srep39299.pdf,GOLD,Scientific Reports,2016
10.1016/j.ejphar.2013.12.002,,CLOSED,European Journal of Pharmacology,2014
10.1021/ja207506z,https://ri.conicet.gov.ar/bitstream/11336/13824/3/nihms325921.pdf,GREEN,Journal of the American Chemical Society,2011
10.1021/acsomega.0c03540,https://pubs.acs.org/doi/pdf/10.1021/acsomega.0c03540,GOLD,ACS Omega,2020
10.1063/1.4827308,,CLOSED,Review of Scientific Instruments,2014
10.3390/vaccines8020325,https://www.mdpi.com/2076-393X/8/2/325/pdf?version=1592560820,GOLD,Vaccines,2020
10.1038/bcj.2016.114,https://www.nature.com/articles/bcj2016114.pdf,GOLD,Blood Cancer Journal,2016
10.1016/j.neuint.2019.104468,,CLOSED,Neurochemistry International,2019
10.1001/archsurg.2011.141,https://europepmc.org/articles/pmc3196805?pdf=render,GREEN,Archives of Surgery,2011
10.1016/S1470-2045(19)30167-6,,CLOSED,The Lancet Oncology,2019
10.1016/j.jor.2020.01.034,,CLOSED,Journal of Orthopaedics,2020
10.1155/2015/975934,http://downloads.hindawi.com/journals/ijn/2015/975934.pdf,GOLD,International Journal of Nephrology,2015
10.2174/1871527314666150612150555,,CLOSED,CNS and Neurological Disorders - Drug Targets,2015
10.1111/J.1553-2712.1994.TB02442.X,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1553-2712.1994.tb02442.x,BRONZE,Academic Emergency Medicine,2008
10.4103/1735-1995.200270,,CLOSED,Journal of Research in Medical Sciences,2017
10.3389/fpsyt.2020.00395,https://europepmc.org/articles/pmc7240251?pdf=render,GREEN,Frontiers in Psychiatry,2020
10.1186/s12913-021-06881-8,https://bmchealthservres.biomedcentral.com/counter/pdf/10.1186/s12913-021-06881-8,GOLD,BMC Health Services Research,2020
10.1007/s00216-014-8437-9,,CLOSED,Analytical and Bioanalytical Chemistry,2015
10.1002/bio.3297,,CLOSED,"Luminescence (Chichester, England Print)",2017
10.1007/s11126-017-9505-z,,CLOSED,Psychiatric quarterly,2017
10.1177/1039856218771509,https://journals.sagepub.com/doi/pdf/10.1177/1039856218771509,BRONZE,Australasian Psychiatry,2018
10.17116/oftalma2015131494-96,,CLOSED,Vestnik oftal mologii,2015
10.1007/978-3-319-07788-8_5,https://link.springer.com/content/pdf/10.1007/978-3-319-07788-8_5.pdf,BRONZE,Interacción,2014
10.1098/rsta.2015.0403,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2015.0403,HYBRID,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",2017
10.1109/JSYST.2015.2494377,,CLOSED,IEEE Systems Journal,2017
10.3109/01913120903275634,,CLOSED,Ultrastructural Pathology,2009
10.1016/j.chemosphere.2011.06.010,,CLOSED,Chemosphere,2011
10.1177/0748233708093354,,CLOSED,Toxicology and industrial health,2008
10.1038/emm.2013.25,https://www.nature.com/articles/emm201325.pdf,GOLD,Experimental and Molecular Medicine,2013
10.1016/j.fgb.2014.03.005,,CLOSED,Fungal Genetics and Biology,2014
10.1002/stem.2904,https://stemcellsjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/stem.2904,HYBRID,Stem Cells,2018
10.1016/j.thromres.2014.02.020,https://www.zora.uzh.ch/id/eprint/104533/1/Schlesinger_M%20manuscript.pdf,GREEN,Thrombosis Research,2014
10.1016/j.bbi.2019.11.004,,CLOSED,"Brain, behavior, and immunity",2019
10.1088/1468-6996/16/3/035004,,CLOSED,Science and Technology of Advanced Materials,2015
10.1021/acsbiomaterials.7b00794,,CLOSED,ACS Biomaterials Science & Engineering,2017
10.1103/PhysRevLett.107.206806,https://link.aps.org/accepted/10.1103/PhysRevLett.107.206806,HYBRID,Physical Review Letters,2011
10.1007/s11745-012-3689-7,https://europepmc.org/articles/pmc3523883?pdf=render,GREEN,Lipids,2012
10.1016/j.ajpath.2020.12.011,http://ajp.amjpathol.org/article/S0002944020305988/pdf,BRONZE,American Journal of Pathology,2020
10.1111/j.1365-2036.2011.04579.x,,CLOSED,Alimentary Pharmacology and Therapeutics,2011
10.1152/ajpregu.90475.2008,,CLOSED,American Journal of Physiology. Regulatory Integrative and Comparative Physiology,2008
10.1210/jc.2011-0266,https://academic.oup.com/jcem/article-pdf/96/8/2519/9088086/jcem2519.pdf,BRONZE,Journal of Clinical Endocrinology and Metabolism,2011
10.1089/hs.2016.0124,https://europepmc.org/articles/pmc6913116?pdf=render,GREEN,Health Security,2017
10.1016/j.acap.2014.10.010,,CLOSED,Academic pediatrics,2015
10.3349/ymj.2010.51.6.883,,CLOSED,Yonsei medical journal,2010
10.1016/j.jclinane.2016.03.015,,CLOSED,Journal of clinical anesthesia,2016
10.4314/WAJM.V30I5,,CLOSED,West African Journal of Medicine,2011
10.12968/hmed.2015.76.12.720,,CLOSED,British journal of hospital medicine,2015
10.1097/MAJ.0000000000000292,https://europepmc.org/articles/pmc4108514?pdf=render,GREEN,American Journal of the Medical Sciences,2014
10.4103/0970-9290.123407,,CLOSED,Indian Journal of Dental Research,2013
10.1080/15459624.2020.1834112,,CLOSED,Journal of Occupational and Environmental Hygiene,2020
10.1109/TNSRE.2020.2988362,,CLOSED,IEEE transactions on neural systems and rehabilitation engineering,2020
10.1186/s12903-019-0712-x,https://bmcoralhealth.biomedcentral.com/track/pdf/10.1186/s12903-019-0712-x,GOLD,BMC Oral Health,2019
10.1097/MCC.0000000000000233,,CLOSED,Current Opinion in Critical Care,2015
10.1177/1403494815597163,,CLOSED,Scandinavian Journal of Public Health,2015
10.1021/ja505402r,,CLOSED,Journal of the American Chemical Society,2014
10.1353/hpu.2014.0193,,CLOSED,Journal of health care for the poor and underserved,2014
10.1007/s11764-015-0476-5,https://europepmc.org/articles/pmc5772767?pdf=render,GREEN,Journal of cancer survivorship,2016
10.1159/000320952,,CLOSED,Complementary Medicine Research,2010
10.1080/03610918.2016.1152365,https://arxiv.org/pdf/1410.4534,GREEN,Communications in statistics. Simulation and computation,2014
10.1007/978-3-319-23781-7_18,,CLOSED,International Conference on Model and Data Engineering,2015
10.1016/j.comnet.2020.107271,https://upcommons.upc.edu/bitstream/2117/191567/1/DAWN_COMNET_2019.pdf,GREEN,Comput. Networks,2020
10.1007/s11277-020-07655-x,,CLOSED,Wireless personal communications,2020
10.1109/tse.2019.2953709,http://arxiv.org/pdf/1807.05843,GREEN,IEEE Transactions on Software Engineering,2018
10.1155/2014/453182,,CLOSED,Int. J. Distributed Sens. Networks,2014
10.1109/ICIP.2012.6466924,,CLOSED,2012 19th IEEE International Conference on Image Processing,2012
10.1109/IWCMC.2019.8766622,,CLOSED,2019 15th International Wireless Communications & Mobile Computing Conference (IWCMC),2019
10.1109/IMIS.2014.64,,CLOSED,2014 Eighth International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,2014
10.1109/ROBIO.2013.6739529,,CLOSED,IEEE International Conference on Robotics and Biomimetics,2013
10.1088/1361-6528/ab260e,,CLOSED,Nanotechnology,2019
10.3390/polym12102311,https://www.mdpi.com/2073-4360/12/10/2311/pdf?version=1602240592,GOLD,Polymers,2020
10.1007/s00442-009-1350-9,https://europepmc.org/articles/pmc2779835?pdf=render,GREEN,Oecologia,2009
10.1109/WHISPERS.2014.8077555,https://hal.archives-ouvertes.fr/hal-01010427/file/whispers2014_lucas.pdf,GREEN,Workshop on Hyperspectral Image and Signal Processing,2014
10.1002/jsfa.10683,,CLOSED,The Journal of the Science of Food and Agriculture,2020
10.1126/science.1164748,https://europepmc.org/articles/pmc3088105?pdf=render,GREEN,Science,2009
10.1073/pnas.1603668113,https://www.pnas.org/content/pnas/113/46/13057.full.pdf,BRONZE,Proceedings of the National Academy of Sciences of the United States of America,2016
10.1111/phpp.12209,,CLOSED,"Photodermatology, Photoimmunology & Photomedicine",2016
10.1007/s11892-020-01357-1,https://link.springer.com/content/pdf/10.1007/s11892-020-01357-1.pdf,HYBRID,Current Diabetes Reports,2020
10.1111/crj.12952,,CLOSED,Clinical Respiratory Journal,2018
10.2147/DDDT.S149504,https://www.dovepress.com/getfile.php?fileID=39252,GOLD,"Drug Design, Development and Therapy",2017
10.1111/J.1699-0463.1977.TB03661.X,,CLOSED,"Acta pathologica et microbiologica Scandinavica. Section C, Immunology",2009
10.1080/09553002.2018.1484194,https://www.tandfonline.com/doi/pdf/10.1080/09553002.2018.1484194?needAccess=true,BRONZE,International Journal of Radiation Biology,2018
10.1002/adbi.201900185,https://orbilu.uni.lu/bitstream/10993/45606/1/2020RBC_Membranes_AdvancedBiosystems.pdf,GREEN,Advanced Biosystems,2020
10.1016/j.yjmcc.2015.04.025,,CLOSED,Journal of Molecular and Cellular Cardiology,2015
10.1186/s13229-018-0240-6,,CLOSED,Molecular Autism,2018
10.1038/nmat4586,https://europepmc.org/articles/pmc5517090?pdf=render,GREEN,Nature Materials,2016
10.1089/fpd.2010.0710,,CLOSED,Foodborne pathogens and disease,2011
10.1371/journal.pcbi.1005712,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005712&type=printable,GOLD,PLoS Comput. Biol.,2017
10.3350/cmh.2013.19.3.273,,CLOSED,Clinical and Molecular Hepatology,2013
10.1177/1756286419838354,,CLOSED,Therapeutic Advances in Neurological Disorders,2019
10.1002/bjs.5023,https://academic.oup.com/bjs/article-pdf/92/Supplement_1/132/36731539/bjs5023.pdf,BRONZE,"Leonardo: Journal of the International Society for the Arts, Sciences and Technology",2011
10.1186/s12876-020-01220-3,https://bmcgastroenterol.biomedcentral.com/track/pdf/10.1186/s12876-020-01220-3,GOLD,BMC Gastroenterology,2020
10.1016/j.reuma.2019.09.001,,CLOSED,,2020
10.1016/j.jphys.2019.02.001,,CLOSED,Journal of Physiotherapy,2019
10.1038/s41430-019-0507-9,,CLOSED,European Journal of Clinical Nutrition,2019
10.4314/MMJ.V27I4.1,https://www.ajol.info/index.php/mmj/article/download/127724/117252,BRONZE,Malawi medical journal : the journal of Medical Association of Malawi,2015
10.3109/10428194.2011.626884,https://www.tandfonline.com/doi/pdf/10.3109/10428194.2011.626884?needAccess=true,BRONZE,Leukemia and Lymphoma,2012
10.5220/0006562403790386,,CLOSED,International Conference on Health Informatics,2018
10.1121/1.4883372,,CLOSED,Journal of the Acoustical Society of America,2014
10.1002/prot.22044,,CLOSED,"Proteins: Structure, Function, and Bioinformatics",2008
10.1021/ol501432h,,CLOSED,Organic Letters,2014
10.1088/0957-4484/19/46/465706,,CLOSED,Nanotechnology,2008
10.1039/d0ra08597a,https://pubs.rsc.org/en/content/articlepdf/2020/ra/d0ra08597a,GOLD,RSC Advances,2020
10.1192/bjp.bp.114.145433,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1D11C435B02FC4127A73F8F8E11E9AE7/S0007125000277623a.pdf/div-class-title-span-class-italic-ank3-span-gene-expression-in-bipolar-disorder-and-schizophrenia-div.pdf,BRONZE,British Journal of Psychiatry,2014
10.1016/j.sleep.2018.03.028,,CLOSED,Sleep Medicine,2018
10.1109/CICC.2018.8357093,,CLOSED,IEEE Custom Integrated Circuits Conference,2018
10.1016/j.matcom.2010.09.014,,CLOSED,Mathematics and Computers in Simulation,2010
10.1016/j.patcog.2009.09.017,,CLOSED,Pattern Recognition,2010
10.1039/c8sm01593g,https://pubs.rsc.org/en/content/articlepdf/2019/sm/c8sm01593g,HYBRID,Soft Matter,2019
10.3390/rs12244095,https://www.mdpi.com/2072-4292/12/24/4095/pdf?version=1608691851,GOLD,Remote Sensing,2020
10.1111/febs.12155,https://febs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/febs.12155,BRONZE,The FEBS Journal,2013
10.1101/cshperspect.a006288,http://perspectivesinmedicine.cshlp.org/content/2/2/a006288.full.pdf,BRONZE,Cold Spring Harbor Perspectives in Medicine,2012
10.1371/journal.pone.0066876,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0066876&type=printable,GOLD,PLoS ONE,2013
10.1002/bip.22892,https://europepmc.org/articles/pmc4958520?pdf=render,GREEN,Biopolymers,2016
10.1016/j.cbi.2011.08.005,https://europepmc.org/articles/pmc3186881?pdf=render,GREEN,Chemico-Biological Interactions,2011
10.1016/j.resp.2012.07.016,https://europepmc.org/articles/pmc3893877?pdf=render,GREEN,Respiratory Physiology & Neurobiology,2013
10.1080/09540121.2011.592816,,CLOSED,AIDS Care,2012
10.1159/000337765,https://www.karger.com/Article/Pdf/337765,BRONZE,Cerebrovascular Diseases,2012
10.1080/00981380903018470,,CLOSED,Social work in health care,2010
10.1186/s13098-019-0410-5,https://dmsjournal.biomedcentral.com/track/pdf/10.1186/s13098-019-0410-5,GOLD,Diabetology & Metabolic Syndrome,2019
10.3346/jkms.2011.26.12.1533,,CLOSED,Journal of Korean medical science,2011
10.1111/j.1365-2036.2010.04395.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2036.2010.04395.x,BRONZE,Alimentary Pharmacology and Therapeutics,2010
10.1097/INF.0000000000000126,https://europepmc.org/articles/pmc4215549?pdf=render,GREEN,The Pediatric Infectious Disease Journal,2014
10.1164/rccm.201607-1372OC,https://europepmc.org/articles/pmc5443901?pdf=render,GREEN,American Journal of Respiratory and Critical Care Medicine,2017
10.5005/jp-journals-10071-23645,,CLOSED,Indian Journal of Critical Care Medicine,2020
10.3928/19382359-20191017-02,,CLOSED,Pediatric annals,2019
10.26719/EMHJ.18.025,https://doi.org/10.26719/emhj.18.025,BRONZE,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit,2019
10.1063/1.5139237,https://aip.scitation.org/doi/10.1063/1.5139237,HYBRID,Journal of Chemical Physics,2020
10.1039/c3an01567j,,CLOSED,In Analysis,2013
10.1007/s00604-020-04492-4,,CLOSED,Microchimica Acta,2020
10.1107/S1600536812010616,https://journals.iucr.org/e/issues/2012/04/00/sj5207/sj5207.pdf,GOLD,Acta Crystallographica Section E,2012
10.1177/0891242413506735,,CLOSED,,2014
10.1007/S10459-006-9041-3,,CLOSED,Advances in health sciences education : theory and practice,2008
10.1002/pds.1677,http://postprint.nivel.nl/PPpp3136.pdf,GREEN,Pharmacoepidemiology and Drug Safety,2009
10.1186/1472-6963-14-412,https://bmchealthservres.biomedcentral.com/track/pdf/10.1186/1472-6963-14-412,GOLD,BMC Health Services Research,2014
10.1176/appi.ajp.2008.08081182,,CLOSED,American Journal of Psychiatry,2009
10.1007/978-3-319-91397-1_26,,CLOSED,Interacción,2018
10.1109/WCSP.2013.6677233,,CLOSED,International Conference on Wireless Communications and Signal Processing,2013
10.1016/j.jocs.2022.101864,,CLOSED,Journal of Computer Science,2015
10.17863/CAM.35471,,CLOSED,International Conference on Learning Representations,2017
10.1089/omi.2012.0100,,CLOSED,Omics,2013
10.1111/1567-1364.12055,https://academic.oup.com/femsyr/article-pdf/13/5/495/18021196/13-5-495.pdf,HYBRID,FEMS Yeast Research,2013
10.1016/j.omtn.2020.01.012,http://www.cell.com/article/S2162253120300470/pdf,GOLD,Molecular Therapy: Nucleic Acids,2020
10.1002/minf.201600156,,CLOSED,Molecular Informatics,2017
10.1186/s13068-017-0804-2,,CLOSED,Biotechnology for Biofuels,2017
10.1107/S1399004715016892,http://journals.iucr.org/d/issues/2015/11/00/dw5145/dw5145.pdf,HYBRID,Acta Crystallographica Section D: Biological Crystallography,2015
10.1364/OE.18.007340,,CLOSED,Optics Express,2010
10.18502/IJPH.V49I4.3187,,CLOSED,Iranian Journal of Public Health,2020
10.1097/MOO.0000000000000324,,CLOSED,Current Opinion in Otolaryngology & Head and Neck Surgery,2016
10.1016/j.medin.2019.12.002,,CLOSED,Medicina Intensiva,2020
10.3402/gha.v8.29720,https://www.tandfonline.com/doi/pdf/10.3402/gha.v8.29720?needAccess=true,GOLD,Global Health Action,2015
10.1007/s11701-016-0601-0,https://iris.unibs.it/bitstream/11379/484404/1/art%253A10.1007%252%20Laparoscopic%20ureteral%20repair.pdf,GREEN,Journal of Robotic Surgery,2016
10.1111/j.1365-2702.2008.02717.x,,CLOSED,Journal of Clinical Nursing,2009
10.1007/s10877-013-9484-z,https://link.springer.com/content/pdf/10.1007/s10877-013-9484-z.pdf,HYBRID,Journal of clinical monitoring and computing,2013
10.1097/BTH.0b013e31824e6a74,,CLOSED,Techniques in Hand & Upper Extremity Surgery,2012
10.1165/RCMB.2016-0188ED,,CLOSED,American Journal of Respiratory Cell and Molecular Biology,2016
10.1253/circj.CJ-18-0939,https://www.jstage.jst.go.jp/article/circj/82/10/82_CJ-18-0939/_pdf,GOLD,Circulation Journal,2018
10.1111/J.1699-0463.1968.TB01336.X,,CLOSED,Acta pathologica et microbiologica Scandinavica,2009
10.1097/TP.0000000000002872,,CLOSED,Transplantation,2020
10.1039/c1ob06359f,,CLOSED,Organic and biomolecular chemistry,2012
10.1021/CT1002913,https://europepmc.org/articles/pmc2992355?pdf=render,GREEN,Journal of Chemical Theory and Computation,2010
10.1039/c8ra03529f,https://pubs.rsc.org/en/content/articlepdf/2018/ra/c8ra03529f,GOLD,RSC Advances,2018
10.1186/s13063-018-2995-7,https://trialsjournal.biomedcentral.com/track/pdf/10.1186/s13063-018-2995-7,GOLD,Trials,2018
10.1007/978-981-10-3023-9_40,,CLOSED,Computer Science and its Applications / Computer Science and Ubiquitous Computing,2016
10.1109/RSP.2009.38,,CLOSED,2009 IEEE/IFIP International Symposium on Rapid System Prototyping,2009
